2026-02-03,294.31
2026-02-04,289.05
2026-02-05,289.89
2026-02-06,298.93
2026-02-09,296.34
2026-02-10,291.76
2026-02-11,272.81
2026-02-12,259.52
2026-02-13,262.38
2026-02-17,258.31
2026-02-18,260.79
2026-02-19,256.28
2026-02-20,257.16
2026-02-23,223.35
2026-02-24,229.32
2026-02-25,237.54
2026-02-26,242.01
2026-02-27,240.21
2026-03-02,239.37
2026-03-03,245.28
2026-03-04,250.06
2026-03-05,256.55
2026-03-06,258.85
2026-03-09,253.33
2026-03-10,250.2
2026-03-11,248.87
2026-03-12,247.68
2026-03-13,246.28
2026-03-16,249.25
2026-03-17,256.11
2026-03-18,251.6
2026-03-19,250.37
2026-03-20,241.77
2026-03-23,248.44
2026-03-24,240.59
2026-03-25,241.39
2026-03-26,241.67
2026-03-27,236.34
2026-03-30,237.25
2026-03-31,242.39
2026-04-01,243.14
2026-04-02,248.16
2026-04-06,246.74
2026-04-07,245.07
2026-04-08,241.74
2026-04-09,237.18
2026-04-10,230.76
2026-04-13,237.82
2026-04-14,240.27
2026-04-15,244.8
2026-04-16,251
2026-04-17,253.47
2026-04-20,253.71
2026-04-21,255.68
2026-04-22,251.86
2026-04-23,231.08
2026-04-24,231.98
2026-04-27,228.05
2026-04-28,233.04
2026-04-29,227.1
2026-04-30,230.98
2026-05-01,232.2
2026-05-04,229.48
2026-05-05,229.03
2026-05-06,225.74
2026-05-07,231.31
2026-05-08,229.76
2026-05-11,223.55
2026-05-12,219.22
2026-05-13,214.64
2026-05-14,218.37
2026-05-15,219.3
2026-05-18,222.75
2026-05-19,222.33
2026-05-20,225
2026-05-21,252.97
2026-05-22,253.84
2026-05-26,250.69
2026-05-27,255.2
2026-05-28,264.22
2026-05-29,297.8
2026-06-01,320.42
2026-06-02,329.23
2026-06-03,305.63
2026-06-04,301.77
2026-06-05,284.84
2026-06-08,280.82
2026-06-09,277.49
2026-06-10,272.36
2026-06-11,274.85
2026-06-12,272.24
2026-06-15,268.71
2026-06-16,270.81
2026-06-17,262.35
2026-06-18,249.1
2026-06-22,252.22
2026-06-23,264.94
2026-06-24,262.96
2026-06-25,258.27
2026-06-26,271.63
